customer_id,tenure,monthly_charges,total_charges,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,num_services,churn
CUST00227,38,99.87,3837.3,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,1
CUST00228,25,64.74,1448.34,0,0,1,1,1,DSL,1,1,0,1,1,1,Two year,1,Bank transfer,6,0
CUST00229,18,67.26,1083.82,0,0,0,1,0,No,1,1,1,0,1,1,Month-to-month,0,Electronic check,5,1
CUST00230,66,31.61,2114.34,0,1,0,1,0,No,0,0,1,0,0,1,Month-to-month,1,Mailed check,2,0
CUST00231,54,26.22,1466.96,0,0,0,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Credit card,6,0
CUST00232,35,92.25,2806.02,0,0,1,1,0,DSL,1,0,0,1,1,1,One year,1,Credit card,4,0
CUST00233,61,68.64,3935.87,0,0,0,1,1,DSL,0,1,0,1,0,1,Two year,1,Mailed check,4,0
CUST00234,41,62.56,2353.33,0,0,1,1,0,DSL,0,0,1,0,0,0,One year,1,Credit card,1,1
CUST00235,33,92.41,3123.14,1,0,0,0,0,No,1,0,0,1,0,0,Two year,1,Credit card,2,0
CUST00236,68,96.08,5662.57,0,0,0,1,1,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Bank transfer,4,0
CUST00237,33,34.21,1007.26,0,1,0,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,3,1
CUST00238,14,80.24,1123.91,1,0,1,0,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,1
CUST00239,21,31.81,574.66,0,0,0,1,0,No,0,1,1,0,0,0,Month-to-month,1,Electronic check,2,0
CUST00240,48,94.64,4308.8,1,1,1,1,1,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,2,0
CUST00241,20,85.01,1595.5,0,0,0,1,1,No,0,1,0,0,1,0,One year,0,Electronic check,3,0
CUST00242,8,115.57,847.71,1,1,0,1,0,No,1,0,1,1,1,1,Month-to-month,0,Electronic check,5,0
CUST00243,7,25.03,162.76,0,0,1,1,0,No,1,0,1,0,0,1,One year,1,Mailed check,3,1
CUST00244,67,23.82,1525.7,1,0,1,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,0,Credit card,2,0
CUST00245,17,46.78,701.64,0,1,1,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,2,1
CUST00246,33,44.69,1422.27,0,0,0,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer,5,0
CUST00247,48,43.19,2096.1,0,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer,0,0
CUST00248,59,110.44,6529.2,0,1,0,1,0,DSL,0,0,0,1,1,0,Two year,0,Electronic check,2,0
CUST00249,22,43.45,841.94,0,0,0,1,1,Fiber optic,1,1,0,1,0,1,One year,0,Credit card,5,0
CUST00250,30,45.74,1207.33,0,1,1,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Bank transfer,3,1
CUST00251,38,95.46,3277.92,1,1,0,1,1,No,0,0,1,0,1,0,Two year,1,Mailed check,3,0
CUST00252,51,63.87,3004.0,0,0,0,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer,4,0
CUST00253,54,97.22,4891.27,1,1,0,1,0,Fiber optic,1,0,1,1,0,1,Month-to-month,1,Electronic check,4,1
CUST00254,8,24.67,194.59,0,1,0,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Bank transfer,4,1
CUST00255,27,67.73,1575.13,1,1,0,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Electronic check,2,1
CUST00256,27,21.43,495.83,1,1,0,1,0,No,1,0,0,0,0,0,Two year,1,Credit card,1,1
CUST00257,21,24.39,475.51,0,1,0,1,0,Fiber optic,1,1,1,1,1,0,Two year,1,Mailed check,5,0
CUST00258,30,110.46,3278.78,1,0,0,1,0,No,1,0,0,1,1,0,Two year,0,Bank transfer,3,0
CUST00259,28,32.2,801.24,1,1,1,1,0,DSL,0,1,0,1,1,1,Month-to-month,1,Electronic check,4,1
CUST00260,64,72.31,4527.42,0,0,0,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Bank transfer,4,0
CUST00261,69,59.93,3729.78,0,0,0,1,1,DSL,1,0,0,0,1,0,One year,0,Bank transfer,3,0
CUST00262,61,53.43,3347.94,0,1,1,1,1,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,3,0
CUST00263,48,109.78,5422.98,0,0,1,1,1,DSL,0,1,1,1,0,0,Month-to-month,1,Bank transfer,4,0
CUST00264,19,20.23,349.57,0,1,1,1,1,DSL,1,0,0,1,1,1,Month-to-month,1,Mailed check,5,0
CUST00265,4,85.71,307.18,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card,0,1
CUST00266,35,116.27,3793.79,0,1,0,1,0,DSL,1,0,1,0,1,0,Month-to-month,0,Mailed check,3,0
CUST00267,64,75.14,4318.96,0,0,0,1,0,DSL,0,0,1,1,0,0,Two year,0,Credit card,2,0
CUST00268,49,113.56,5478.06,1,0,0,1,0,No,0,1,0,0,0,0,Two year,0,Credit card,1,0
CUST00269,17,23.33,402.64,1,0,0,1,1,DSL,1,1,0,0,1,1,Month-to-month,0,Mailed check,5,1
CUST00270,44,60.72,2630.59,0,1,1,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,3,0
CUST00271,30,44.54,1356.07,0,0,0,1,0,DSL,0,0,0,1,0,1,Month-to-month,1,Mailed check,2,1
CUST00272,46,92.54,3956.3,0,1,1,1,0,No,1,1,0,0,0,0,Two year,1,Credit card,2,0
CUST00273,6,118.09,624.41,0,0,1,1,0,No,1,0,0,0,1,0,Month-to-month,1,Electronic check,2,0
CUST00274,37,44.17,1630.35,0,0,0,1,0,Fiber optic,1,0,0,0,0,1,One year,0,Mailed check,2,0
CUST00275,24,84.73,1875.1,0,0,1,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Credit card,5,0
CUST00276,46,38.21,1729.98,0,0,0,1,1,DSL,0,1,1,1,1,0,One year,1,Mailed check,5,1
CUST00277,53,75.66,3625.54,0,1,0,1,0,No,1,0,1,1,0,1,Month-to-month,1,Bank transfer,4,0
CUST00278,60,65.32,3394.99,0,1,1,1,1,No,1,0,0,0,1,1,One year,0,Electronic check,4,0
CUST00279,63,117.14,7737.86,0,0,0,1,0,No,1,0,0,0,1,0,Month-to-month,1,Electronic check,2,1
CUST00280,32,80.07,2257.95,1,1,1,1,0,Fiber optic,1,0,0,1,1,1,One year,0,Credit card,4,1
CUST00281,33,53.65,1854.87,0,1,0,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,4,1
CUST00282,67,29.64,2076.15,0,0,0,1,1,No,1,0,0,1,1,0,One year,1,Electronic check,4,0
CUST00283,18,33.43,607.01,1,0,1,1,0,DSL,0,0,0,1,0,1,Two year,0,Credit card,2,0
CUST00284,25,40.98,1005.94,0,1,0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,1
CUST00285,54,43.6,2273.32,0,0,0,1,0,DSL,1,1,0,1,0,0,Two year,1,Credit card,3,1
CUST00286,58,104.76,6217.17,0,0,0,1,0,No,1,0,0,0,0,0,One year,1,Credit card,1,0
CUST00287,67,75.24,4576.74,0,0,1,1,1,DSL,1,0,0,1,0,1,Month-to-month,1,Electronic check,4,0
CUST00288,46,71.39,3098.52,1,1,0,1,1,DSL,1,1,0,0,0,1,Month-to-month,0,Electronic check,4,0
CUST00289,24,29.71,694.41,0,0,1,0,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Bank transfer,2,1
CUST00290,32,105.73,3154.1,0,0,0,1,0,Fiber optic,1,0,0,1,0,1,One year,0,Mailed check,3,0
CUST00291,47,91.73,4033.22,0,0,0,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,3,0
CUST00292,23,24.9,524.63,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer,1,1
CUST00293,66,90.2,5732.02,1,0,0,1,0,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,2,0
CUST00294,27,73.44,2022.77,0,1,0,0,0,Fiber optic,1,0,0,0,0,1,Two year,1,Credit card,2,1
CUST00295,2,26.34,46.9,0,0,1,1,1,No,0,0,0,1,1,0,Two year,1,Electronic check,3,0
CUST00296,17,64.75,1141.35,0,1,1,1,0,No,1,0,0,0,0,1,Month-to-month,1,Electronic check,2,1
CUST00297,33,67.44,2198.41,0,0,0,1,1,Fiber optic,0,0,0,0,1,0,Two year,1,Electronic check,2,0
CUST00298,9,34.91,318.79,0,1,0,1,1,No,0,0,1,0,0,1,Month-to-month,1,Credit card,3,1
CUST00299,43,114.46,4731.0,0,1,1,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Bank transfer,3,0
CUST00300,48,104.7,5055.27,0,0,1,1,1,Fiber optic,1,0,0,1,0,0,Two year,1,Credit card,3,0
CUST00301,39,86.24,2869.75,0,1,1,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,3,0
CUST00302,42,65.15,2773.72,0,0,0,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,2,1
CUST00303,26,60.0,1338.52,0,1,1,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,2,1
CUST00304,50,84.4,4338.09,0,0,0,1,1,Fiber optic,0,1,1,0,0,1,Two year,1,Mailed check,4,0
CUST00305,25,73.63,1929.83,0,1,0,1,1,DSL,1,0,0,1,1,0,Two year,1,Mailed check,4,0
CUST00306,24,24.35,531.11,1,1,0,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer,1,1
CUST00307,13,70.28,815.03,0,1,0,1,1,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,3,0
CUST00308,60,100.25,6033.48,0,1,0,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card,6,0
CUST00309,7,64.84,408.77,0,0,0,1,1,DSL,1,1,1,0,0,0,One year,0,Electronic check,4,1
CUST00310,57,23.3,1358.8,1,1,0,1,1,DSL,1,0,1,1,1,0,Month-to-month,1,Credit card,5,0
CUST00311,36,98.2,3077.63,0,1,0,1,0,Fiber optic,0,1,1,0,0,0,One year,1,Electronic check,2,0
CUST00312,45,38.54,1517.84,0,1,0,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,0,Mailed check,3,0
CUST00313,20,44.38,928.28,1,0,0,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Electronic check,3,1
CUST00314,65,34.8,2227.54,1,1,0,1,0,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Mailed check,5,1
CUST00315,8,51.68,421.45,0,0,0,1,1,No,0,0,1,1,1,1,Month-to-month,0,Bank transfer,5,1
CUST00316,16,95.19,1393.38,0,1,0,1,0,No,0,1,1,0,0,0,Two year,1,Mailed check,2,0
CUST00317,14,70.98,979.11,0,0,0,1,0,No,1,0,1,1,0,0,Month-to-month,0,Mailed check,3,1
CUST00318,15,38.9,565.32,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Bank transfer,1,1
CUST00319,66,107.54,6889.18,1,1,1,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,Bank transfer,3,0
CUST00320,32,107.72,3400.53,0,0,1,0,0,No,1,1,1,1,0,0,Month-to-month,1,Credit card,4,0
CUST00321,63,106.8,6493.39,1,1,0,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,1,0
CUST00322,51,42.36,2021.69,0,1,0,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Bank transfer,1,0
CUST00323,25,64.03,1448.97,0,0,0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer,1,1
CUST00324,58,118.47,6896.8,0,0,1,0,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,3,0
CUST00325,63,96.75,5456.8,0,1,0,1,0,No,0,0,1,1,0,0,Month-to-month,0,Mailed check,2,0
CUST00326,62,20.77,1272.89,0,0,0,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,5,0
CUST00327,22,24.65,486.26,0,1,0,1,0,Fiber optic,1,0,0,1,1,1,Two year,1,Electronic check,4,1
CUST00328,58,65.32,3694.1,0,1,0,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,3,0
CUST00329,58,110.74,6419.17,0,0,1,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Electronic check,3,0
CUST00330,49,72.95,3194.73,0,0,1,1,0,DSL,0,1,1,0,0,0,Month-to-month,0,Bank transfer,2,0
CUST00331,52,68.78,3082.95,0,0,1,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Bank transfer,2,0
CUST00332,42,28.76,1058.37,0,1,0,1,0,Fiber optic,0,0,0,0,1,1,One year,0,Credit card,2,0
CUST00333,70,84.99,5777.96,0,0,1,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,0,Bank transfer,5,0
CUST00334,15,101.85,1558.14,0,0,0,1,0,Fiber optic,0,0,1,1,1,1,One year,0,Electronic check,4,1
CUST00335,54,56.8,2634.72,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Credit card,3,0
CUST00336,60,97.11,5808.13,0,1,0,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card,3,0
CUST00337,8,116.38,854.94,0,0,0,1,1,DSL,1,0,1,0,1,1,One year,1,Mailed check,5,1
CUST00338,53,38.78,1943.75,0,0,0,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Bank transfer,3,0
CUST00339,60,71.38,4436.0,1,1,0,1,0,No,0,0,1,0,1,1,One year,0,Credit card,3,0
CUST00340,5,47.29,216.68,0,1,1,1,1,No,1,1,0,0,1,1,Month-to-month,0,Mailed check,5,0
CUST00341,68,98.87,6340.39,0,1,1,1,1,Fiber optic,1,1,1,1,1,0,One year,1,Credit card,6,0
CUST00342,6,76.91,393.5,0,1,0,0,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,2,0
CUST00343,47,82.73,3368.52,1,1,0,1,1,Fiber optic,1,1,1,0,0,0,Two year,1,Electronic check,4,0
CUST00344,55,99.39,4929.2,0,1,0,1,1,DSL,1,0,0,1,1,0,Month-to-month,0,Mailed check,4,0
CUST00345,40,58.39,1998.27,0,1,1,0,0,DSL,0,0,0,0,1,0,Two year,1,Bank transfer,1,0
CUST00346,52,111.34,5652.32,0,1,0,0,0,No,0,1,0,0,0,0,Month-to-month,0,Credit card,1,0
CUST00347,16,72.37,1082.98,0,1,0,1,0,Fiber optic,1,1,1,1,0,1,One year,1,Credit card,5,0
CUST00348,13,34.11,425.53,1,0,0,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,1
CUST00349,30,88.98,2362.23,0,0,0,0,0,DSL,1,1,0,1,0,0,Two year,1,Electronic check,3,0
CUST00350,19,98.91,1708.62,0,1,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card,2,1
CUST00351,17,50.31,840.53,1,0,0,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer,2,0
CUST00352,63,105.43,6928.1,0,1,0,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,2,0
CUST00353,19,110.43,1804.6,0,0,1,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,3,0
CUST00354,58,46.24,2757.22,0,1,0,1,1,DSL,1,0,1,0,0,0,Month-to-month,0,Bank transfer,3,0
CUST00355,55,118.32,6282.28,0,0,0,1,0,DSL,0,1,1,0,0,0,Two year,1,Bank transfer,2,0
CUST00356,62,32.35,1931.06,0,1,0,1,1,DSL,0,1,1,1,0,0,Two year,1,Mailed check,4,0
CUST00357,23,38.61,843.68,0,1,0,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,3,0
CUST00358,9,36.79,286.04,0,0,0,0,0,Fiber optic,0,0,0,1,1,1,Two year,1,Credit card,3,0
CUST00359,12,109.19,1137.29,0,1,1,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Bank transfer,5,1
CUST00360,1,84.74,82.21,1,0,1,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,Mailed check,4,1
CUST00361,58,33.51,1784.58,0,0,1,0,0,DSL,1,0,0,0,0,1,One year,1,Electronic check,2,0
CUST00362,1,62.91,65.01,0,0,1,1,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer,1,0
CUST00363,34,80.76,2557.25,0,0,0,1,0,Fiber optic,0,0,0,1,0,0,Two year,1,Electronic check,1,0
CUST00364,48,26.51,1118.07,0,1,0,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Electronic check,3,1
CUST00365,1,108.01,107.25,0,0,0,1,0,Fiber optic,1,1,0,1,0,0,One year,1,Mailed check,3,0
CUST00366,16,99.97,1453.44,0,1,1,1,1,DSL,1,0,1,0,0,1,Month-to-month,0,Electronic check,4,1
CUST00367,61,69.53,4050.87,0,0,0,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer,3,0
CUST00368,64,116.65,7387.71,0,1,0,1,1,No,1,1,0,1,1,0,Month-to-month,1,Electronic check,5,0
CUST00369,63,60.61,3933.18,1,0,0,1,1,Fiber optic,1,1,0,0,0,0,Two year,1,Bank transfer,3,0
CUST00370,69,118.38,8237.15,0,1,0,1,1,DSL,1,0,0,1,1,0,Two year,1,Electronic check,4,0
CUST00371,22,86.13,1866.95,1,1,0,1,0,No,0,1,0,0,1,1,One year,1,Electronic check,3,0
CUST00372,67,82.74,5465.56,0,1,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,2,0
CUST00373,26,34.93,943.77,1,0,0,1,0,No,1,0,0,1,0,0,Month-to-month,0,Credit card,2,1
CUST00374,16,107.96,1570.45,0,1,1,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Credit card,4,1
CUST00375,51,61.6,2671.06,0,0,0,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,4,0
CUST00376,57,34.55,1781.06,0,0,1,1,0,No,1,0,0,0,0,0,Month-to-month,1,Bank transfer,1,0
CUST00377,29,19.29,499.88,0,0,1,1,0,DSL,0,1,0,0,0,0,One year,1,Bank transfer,1,1
CUST00378,69,75.1,5090.53,0,0,1,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Credit card,3,1
CUST00379,47,71.79,3295.66,0,0,0,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,2,0
CUST00380,62,91.37,5487.58,0,1,0,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Bank transfer,1,0
CUST00381,69,108.81,6406.1,0,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,0
CUST00382,16,26.1,415.83,0,0,0,1,0,DSL,0,1,1,1,1,0,Month-to-month,1,Mailed check,4,1
CUST00383,48,92.61,4066.12,0,0,0,1,0,Fiber optic,0,1,1,0,1,0,Two year,1,Credit card,3,0
CUST00384,39,37.12,1423.09,0,1,1,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Mailed check,6,1
CUST00385,33,105.53,3347.77,1,1,0,1,0,Fiber optic,1,1,0,0,0,0,Two year,0,Electronic check,2,1
CUST00386,23,101.54,2145.19,0,0,0,1,1,DSL,1,1,0,0,1,1,Month-to-month,0,Electronic check,5,1
CUST00387,10,73.16,641.55,1,1,0,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer,3,1
CUST00388,69,90.44,5422.15,0,1,1,1,0,No,0,0,1,0,0,0,Month-to-month,1,Bank transfer,1,0
CUST00389,34,50.06,1729.79,0,0,1,1,1,Fiber optic,1,0,1,0,0,1,Two year,0,Mailed check,4,0
CUST00390,52,66.06,3550.81,0,1,0,0,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card,4,0
CUST00391,10,101.81,997.69,0,1,0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,1
CUST00392,19,64.85,1072.82,0,1,1,1,1,No,0,1,0,1,1,1,Month-to-month,1,Electronic check,5,0
CUST00393,58,54.5,2941.01,0,0,0,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Credit card,2,0
CUST00394,1,68.41,68.12,0,0,0,1,0,No,1,0,0,0,0,0,One year,1,Electronic check,1,0
CUST00395,69,102.48,7113.29,0,0,1,1,1,Fiber optic,0,0,0,1,0,1,Two year,0,Electronic check,3,0
CUST00396,4,52.19,182.38,0,1,1,1,0,No,1,1,1,0,0,0,One year,1,Mailed check,3,0
CUST00397,16,35.72,485.8,0,1,0,1,0,DSL,1,0,0,0,0,1,Month-to-month,0,Credit card,2,1
CUST00398,24,90.63,2158.65,0,0,0,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,3,0
CUST00399,2,102.25,188.41,0,0,0,1,1,DSL,0,1,0,1,0,1,Month-to-month,1,Credit card,4,1
CUST00400,32,28.27,814.99,0,1,0,1,0,No,1,1,0,0,1,0,Month-to-month,1,Credit card,3,1
CUST00401,24,42.47,869.02,0,1,0,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,2,1
CUST00402,12,32.48,373.41,0,1,0,1,0,DSL,1,1,1,0,0,0,One year,0,Bank transfer,3,1
CUST00403,50,53.49,2728.61,0,1,0,0,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,2,0
CUST00404,35,63.94,2330.83,0,1,0,1,0,No,0,1,1,0,0,0,Month-to-month,1,Mailed check,2,1
CUST00405,33,94.38,2999.77,0,0,0,1,0,No,1,0,0,0,0,1,Two year,0,Credit card,2,0
CUST00406,33,84.42,2654.62,0,0,0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card,2,0
CUST00407,61,81.33,4301.36,0,0,0,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,3,0
CUST00408,51,53.94,2640.28,0,1,0,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Mailed check,4,0
CUST00409,43,103.83,4134.28,0,0,0,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,2,0
CUST00410,12,66.07,770.19,0,0,0,1,0,No,0,0,0,1,0,1,Month-to-month,0,Mailed check,2,1
CUST00411,67,117.87,7326.67,0,0,1,1,0,DSL,1,0,0,0,1,0,Month-to-month,1,Mailed check,2,0
CUST00412,65,82.68,4826.35,1,0,0,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Electronic check,4,0
CUST00413,33,30.88,885.54,0,1,1,1,1,Fiber optic,0,1,0,1,1,1,Two year,0,Bank transfer,5,0
CUST00414,40,86.97,3176.09,0,0,0,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Mailed check,3,0
CUST00415,43,51.16,1912.42,0,0,0,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Electronic check,4,1
CUST00416,44,88.01,3428.58,0,1,0,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Credit card,2,1
CUST00417,29,25.1,762.45,1,0,0,1,0,DSL,0,0,0,0,1,0,One year,0,Credit card,1,1
CUST00418,13,35.84,437.42,0,1,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,1,1
CUST00419,12,105.29,1208.36,1,1,1,0,0,DSL,0,0,1,1,0,0,Two year,1,Electronic check,2,0
CUST00420,46,41.17,1940.64,0,1,1,1,0,DSL,1,1,0,0,0,1,Month-to-month,0,Bank transfer,3,1
CUST00421,2,103.38,216.91,0,1,0,1,0,DSL,1,1,1,1,0,0,Month-to-month,1,Electronic check,4,1
CUST00422,35,46.49,1572.71,0,0,0,1,1,Fiber optic,0,1,1,1,0,1,One year,0,Electronic check,5,0
CUST00423,8,83.57,676.91,0,1,0,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer,2,1
CUST00424,26,88.8,2113.45,0,0,0,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,3,1
CUST00425,34,70.29,2177.52,0,0,0,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,2,1
CUST00426,7,49.14,320.09,0,0,1,1,1,Fiber optic,1,0,1,0,0,1,One year,1,Electronic check,4,1
CUST00427,68,39.69,2657.09,1,0,1,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,6,0
CUST00428,58,21.39,1223.8,0,1,0,0,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,3,0
CUST00429,29,49.0,1297.44,0,0,0,1,1,Fiber optic,1,0,0,0,0,0,Two year,1,Credit card,2,0
CUST00430,36,84.62,2670.53,0,1,0,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,4,0
CUST00431,21,113.71,2331.74,0,0,0,1,0,Fiber optic,0,1,0,0,0,0,Two year,1,Electronic check,1,0
CUST00432,36,106.86,3368.65,0,0,0,0,0,No,0,0,1,1,0,0,One year,1,Electronic check,2,0
CUST00433,10,96.14,928.42,0,1,1,1,0,No,0,1,0,1,0,1,Month-to-month,1,Credit card,3,0
CUST00434,24,98.42,2335.35,0,0,0,1,1,DSL,1,1,1,1,1,0,Month-to-month,1,Mailed check,6,1
CUST00435,64,85.83,5438.86,0,1,0,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Mailed check,5,0
CUST00436,49,44.55,2184.47,0,0,0,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Credit card,2,0
CUST00437,36,110.53,4076.85,0,0,0,1,1,DSL,0,1,1,0,0,0,One year,1,Mailed check,3,0
CUST00438,24,86.41,1970.13,1,0,1,1,1,DSL,0,0,1,1,1,0,One year,1,Electronic check,4,1
CUST00439,23,75.16,1721.85,0,1,0,1,1,No,0,0,1,0,1,0,Two year,1,Electronic check,3,0
CUST00440,62,29.32,1770.28,0,0,1,1,0,DSL,0,1,0,1,1,0,One year,1,Mailed check,3,0
CUST00441,37,63.6,2088.06,0,0,0,1,1,No,1,0,1,0,1,0,Month-to-month,0,Electronic check,4,0
CUST00442,12,64.96,666.6,0,0,1,1,1,Fiber optic,0,1,1,1,0,1,Month-to-month,0,Bank transfer,5,1
CUST00443,55,106.19,5296.75,0,1,0,1,0,Fiber optic,0,0,1,1,1,0,Two year,1,Electronic check,3,0
CUST00444,13,73.76,900.01,0,1,0,1,1,DSL,1,0,1,1,1,0,Month-to-month,0,Bank transfer,5,1
CUST00445,23,56.8,1271.68,0,1,1,1,1,DSL,0,1,0,1,1,1,Month-to-month,0,Electronic check,5,1
CUST00446,30,117.63,3599.45,0,0,1,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,3,1
CUST00447,17,29.29,442.78,0,1,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,1,1
CUST00448,62,61.1,3315.09,0,1,0,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card,4,0
CUST00449,13,22.29,302.14,0,1,1,1,0,DSL,1,1,0,1,1,0,One year,1,Mailed check,4,1
CUST00450,59,93.47,4806.69,0,1,1,0,0,DSL,1,0,1,0,1,0,Month-to-month,0,Bank transfer,3,0
CUST00451,19,111.64,2005.98,0,1,0,1,0,DSL,0,1,0,1,0,1,Two year,1,Electronic check,3,0
CUST00452,49,46.56,2206.41,1,0,1,1,1,No,0,0,1,0,1,1,Month-to-month,0,Electronic check,4,0
CUST00453,12,105.55,1213.75,0,1,0,1,1,DSL,0,1,1,0,1,0,Month-to-month,0,Electronic check,4,0
